"","spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"1529308","4bw8mcDUSRWfQo63ZTYRnU","Según Quién","Maluma, Carin Leon",6,0,-1,"CO","2024-03-27",88,"True",142334,"Don Juan","2023-08-25",0.909,0.762,9,-3.974,1,0.0643,0.434,0,0.0856,0.843,101.987,3
"574104","27RYrbL6S02LNVhDWVl38b","Happy Xmas (War Is Over) - Remastered 2010","John Lennon, Yoko Ono",18,-1,17,"NL","2024-12-26",90,"False",214333,"Signature Box","2010-10-05",0.321,0.64,2,-10.023,1,0.0324,0.28,0,0.718,0.414,146.172,3
"443749","5GTBdEjZe7zEDp1N0eCZE4","HOLLYWOOD","Peso Pluma, Estevan Plazola",27,3,16,"SV","2025-01-31",81,"True",284864,"ÉXODO","2024-06-20",0.707,0.683,3,-7.598,0,0.191,0.7,5.88e-06,0.134,0.545,94.979,3
"1598169","6wPmYjVXDQJfdeZxOUGyXT","EITRAVÍK","Izleifur",30,15,-10,"IS","2024-03-06",45,"True",167129,"ÞETTA ER IZLEIFUR","2024-02-16",0.438,0.606,0,-6.662,0,0.0537,0.297,0,0.156,0.311,150.751,3
"853668","6WatFBLVB0x077xWeoVc2k","Si Antes Te Hubiera Conocido","KAROL G",5,0,1,"CL","2024-09-30",96,"False",195824,"Si Antes Te Hubiera Conocido","2024-06-21",0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
"1943221","6pgZZ8xfIBewpXeeVvIjyl","Haunted House","Aarne, Big Baby Tape, kizaru",38,-9,-16,"UA","2023-12-02",67,"True",153600,"AA LANGUAGE 2","2023-10-27",0.905,0.726,8,-4.096,0,0.0543,0.0349,0.00963,0.138,0.677,150.031,4
"1422824","6AMZm12a1B2kpgN7qOA7Cy","Dopamin","Viktor Sheen",11,-2,2,"CZ","2024-04-27",62,"True",164000,"Planeta opic","2023-10-13",0.815,0.543,2,-12.522,1,0.258,0.228,0.14,0.0666,0.409,120.048,4
"1056214","02nm2yGw7BygWmRcbFhAlC","Gaan We Weg?","Roxy Dekker, Ronnie Flex",1,0,0,"NL","2024-08-05",75,"False",141775,"Gaan We Weg?","2024-07-12",0.483,0.776,0,-4.584,0,0.0665,0.15,0,0.0709,0.519,128.036,4
"332071","5E1tL0zofGATKf1cthCxwf","Suave","Calin",30,4,12,"SK","2025-03-03",55,"False",121846,"Bieber Fever","2024-05-30",0.704,0.713,11,-7.014,1,0.159,0.204,9.85e-06,0.295,0.683,129.945,4
"904202","4U8b5tzyjzxaFUpRhuGgtS","Kauniita","ANI, KIKI",39,0,-4,"FI","2024-09-16",57,"False",195535,"Kauniita","2024-08-23",0.716,0.766,11,-3.591,1,0.0451,0.196,4.67e-06,0.1,0.536,111.962,4
"1167786","7qmV6PWC86hFlYusuxAqwg","Dai Mi Vsichko","Andrea",23,0,-11,"BG","2024-07-06",47,"False",201533,"Men Si Tarsil","2009-10-04",0.727,0.845,0,-4.051,0,0.0666,0.374,0,0.321,0.948,144.99,4
"723648","7sCy2Xzs12MKH8JQmgNANq","La luna","Rubby",24,-18,26,"BO","2024-11-05",61,"False",179879,"La luna","2024-10-31",0.869,0.479,4,-9.031,0,0.0657,0.456,2.02e-05,0.102,0.537,96.972,4
"1490350","2yzshFeBIwH8tWIqHEFLeD","un x100to","Grupo Frontera, Bad Bunny",37,-1,-3,"SV","2024-04-06",81,"False",194563,"El Comienzo","2023-08-25",0.571,0.72,9,-4.089,1,0.0458,0.213,0,0.271,0.542,83.827,4
"1172890","7z3PblAN3dH1JMewiRydkZ","GIRLS","The Kid LAROI",27,1,23,"NZ","2024-07-04",77,"True",152979,"GIRLS","2024-06-28",0.731,0.734,7,-3.145,0,0.0515,0.0382,1.67e-06,0.353,0.797,101.008,4
"296943","1musbempyJAw5gfSKZHXP9","Anxiety","Doechii",2,0,48,"LV","2025-03-13",84,"True",249302,"Anxiety","2025-03-05",0.808,0.594,0,-6.838,1,0.0373,0.338,0.00054,0.105,0.888,129.023,4
"20411","6CRb7rnmx8Mqrb8cpixcVi","Mia","SEYSEY, BOLEMVN",11,0,1,"FR","2025-06-06",73,"True",179757,"Mia","2023-06-23",0.655,0.821,7,-5.372,0,0.0445,0.765,0.00891,0.0924,0.666,105.059,3
"1935866","1Iq8oo9XkmmvCQiGOfORiz","Is It Over Now? (Taylor's Version) (From The Vault)","Taylor Swift",33,-11,-17,"US","2023-12-04",94,"False",229477,"1989 (Taylor's Version)","2023-10-26",0.596,0.658,0,-7.346,1,0.036,0.0504,0,0.127,0.176,100.012,4
"1923135","06qMRF18gwbOYYbnP2du6i","Last Christmas - Single Version","Wham!",2,0,24,"HU","2023-12-08",86,"False",265960,"The Singles: Echoes from the Edge of Heaven","2023-07-07",0.733,0.598,2,-8.228,1,0.0278,0.212,3.71e-06,0.156,0.935,107.732,4
"340424","7KA4W4McWYRpgf0fWsJZWB","See You Again (feat. Kali Uchis)","Tyler, The Creator, Kali Uchis",38,0,-2,"KZ","2025-03-01",86,"True",180386,"Flower Boy","2017-07-21",0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
"419181","1eTaznNW4Xxtx9za2SMTXB","DENIAL IS A RIVER","Doechii",9,0,12,"NZ","2025-02-07",87,"True",159586,"Alligator Bites Never Heal","2024-08-30",0.825,0.644,6,-3.24,0,0.33,0.0905,0,0.0795,0.622,93.292,4
"844654","5jFA0f4ZDGLbQP4nxzL8D4","HAY LUPITA","Lomiiel",38,-16,-5,"NI","2024-10-02",83,"False",105836,"HAY LUPITA","2024-03-28",0.845,0.583,0,-3.455,1,0.287,0.00204,0.000459,0.11,0.903,145.078,4
"365820","7nzeIh8kUdieUBLPXch9wi","Góða nótt","Hafdís Huld",36,-9,3,"IS","2025-02-22",40,"False",132446,"Vögguvísur","2012-06-04",0.797,0.175,9,-11.86,1,0.0325,0.954,0,0.115,0.635,99.902,3
"1490383","5BOCqcH0TPqMLOo17dFscB","Bejšíí","Separ, Peter Pann",20,1,3,"SK","2024-04-06",56,"True",182857,"Bejšíí","2023-11-10",0.838,0.854,1,-4.148,1,0.372,0.171,0,0.0689,0.531,126.051,4
"2019836","1BxfuPKGuaTgP7aM0Bbdwr","Cruel Summer","Taylor Swift",36,1,-6,"SE","2023-11-11",99,"False",178426,"Lover","2019-08-23",0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4
"1818953","4CUvVaAYuXtvYURLFz7EIL","Chuyện Đôi Ta (feat. Muộii)","Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",34,-1,-1,"VN","2024-01-05",67,"False",208048,"Chuyện Đôi Ta (feat. Muộii)","2021-12-01",0.517,0.467,0,-7.222,1,0.0442,0.724,0,0.0908,0.453,199.815,3
"2084804","0rKWJnmo6Q0ovoPOLoLm0t","TOO MUCH","The Kid LAROI, Jung Kook, Central Cee",11,2,39,"AE","2023-10-25",87,"True",203894,"TOO MUCH","2023-10-19",0.758,0.703,10,-5.979,0,0.172,0.252,0,0.146,0.465,94.985,4
"1709026","7JKptWv4YXmievid0HajID","HOLA PERDIDA","Luck Ra, KHEA",5,0,45,"BO","2024-02-05",45,"False",166536,"QUE NOS FALTE TODO","2024-02-02",0.482,0.792,2,-5.861,0,0.0859,0.182,0,0.744,0.572,154.932,4
"627777","3OJDtCdYs8QJnui708tEU3","Soltera","Shakira",41,3,9,"VE","2024-12-11",85,"False",214642,"Soltera","2024-09-25",0.841,0.752,2,-4.735,1,0.105,0.167,0.00046,0.949,0.67,100.076,4
"167985","4KBtnpKXwxMPo6RdmKwREY","Kapsoules","Dani Gambino, Th Mark",11,39,39,"GR","2025-04-18",40,"True",176842,"Ta Lathos Paidia","2025-04-16",0.556,0.914,11,-3.518,0,0.198,0.534,0,0.225,0.581,94.833,4
"1272811","3UJLagt67XWKaEZbePUS88","Sua sattuu","Mirella",48,2,2,"FI","2024-06-07",58,"False",183814,"Sua sattuu","2023-10-19",0.676,0.733,10,-4.568,0,0.0421,0.0677,0.0311,0.109,0.362,121.997,4
"138413","66ku4Gq4k5xUqdVL4Oam2r","Poney","Werenoi",23,-3,27,"LU","2025-05-04",78,"True",230000,"Diamant Noir","2025-04-11",0.45,0.647,0,-5.872,0,0.167,0.268,0,0.134,0.392,86.116,3
"730592","2niJWeSoQwV4LZtHtj4mpj","Моята принцеса","Konstantin, Tomas",19,-1,2,"BG","2024-11-03",48,"False",170666,"Моята принцеса","2024-07-19",0.675,0.936,11,-3.8,0,0.125,0.181,0,0.131,0.901,179.931,4
"292321","3KZCP2StVGdWkOKyRZNWA4","Es un Secreto","Plan B",30,20,-3,"SV","2025-03-14",81,"False",192120,"House of Pleasure","2010-07-20",0.841,0.774,6,-4.963,0,0.0421,0.117,2.66e-06,0.0674,0.494,95.006,4
"1804867","5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys",26,4,8,"SG","2024-01-09",95,"False",183956,"AM","2013-09-09",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
"1657176","5jjzs6T2ziEDQOqx1eTRsl","Enemmän ku ystävii","SHRTY, Nelli Orell",50,-17,0,"FI","2024-02-19",46,"False",145342,"Enemmän ku ystävii","2024-02-14",0.724,0.786,7,-3.921,0,0.0687,0.116,4.06e-05,0.121,0.642,95.006,4
"2037638","6CvTEtGagmzQvkUzzyKR9k","HARLEY QUINN","Fuerza Regida, Marshmello",30,12,20,"US","2023-11-06",88,"True",143327,"Pa las Baby's Y Belikeada","2023-10-20",0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,4
"295843","7G7mSV4BebkoHWwKTDvXu9","Winter Ahead (with PARK HYO SHIN)","V, Park Hyo Shin",2,3,1,"TH","2025-03-13",82,"False",234895,"Winter Ahead (with PARK HYO SHIN)","2024-11-29",0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3
"1706043","3gH5vuIvlmzHQkPGmbkXND","Порічка","YAKTAK, KOLA",22,7,9,"UA","2024-02-05",59,"False",159000,"Порічка","2023-04-05",0.747,0.711,11,-5.448,0,0.0645,0.348,0,0.311,0.766,125.487,4
"10699","7so0lgd0zP2Sbgs2d7a1SZ","Die With A Smile","Lady Gaga, Bruno Mars",49,1,-13,"AT","2025-06-09",91,"False",251667,"MAYHEM","2025-03-07",0.519,0.601,6,-7.727,0,0.0317,0.289,0,0.126,0.498,157.964,3
"547434","5650jkmPhrqy7sdXQ9O9mL","Het Midden","Pommelien Thijs, MEAU",43,7,7,"BE","2025-01-03",65,"False",161160,"Het Midden","2024-10-10",0.793,0.661,8,-6.731,1,0.11,0.109,0,0.0631,0.846,143.965,4
"525997","2N0hVk2Ant8751xPZUjCV2","Loquita - Remix","ECKO, Los Turros, DobleP, Cristian Di Marco",38,5,-15,"AR","2025-01-09",72,"False",209846,"Loquita (Remix)","2024-05-15",0.724,0.742,7,-5.551,0,0.0593,0.208,0,0.283,0.785,90.038,4
"962606","6su7guuWR0ACqhs10IcAq7","Syli","JANNA",43,7,7,"FI","2024-08-31",14,"False",214093,"Ihminen","2024-08-29",0.599,0.554,6,-7.528,1,0.0344,0.351,0,0.206,0.31,110.864,4
"42594","1YYfyJ2yCvGFCxwjsIqEK9","Khé?","Rauw Alejandro, Romeo Santos",44,-1,-9,"CO","2025-05-31",88,"False",206066,"Cosa Nuestra","2024-11-15",0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4
"1734212","03RojRDRvvbFEPpabo3Aan","King Kong","Ektor",43,-4,-7,"CZ","2024-01-29",60,"True",173589,"King Kong","2023-06-09",0.772,0.847,0,-6.182,0,0.0995,0.237,0.000399,0.111,0.166,103.049,4
"220771","5pVJ3IlnpIorU44oXizzG5","Orion","Boza, ELENA ROSE",19,2,1,"PA","2025-04-03",81,"False",240964,"Orion","2024-05-29",0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,4
"990489","1BJJbSX6muJVF2AK7uH1x4","Move","Adam Port, Stryv, Keinemusik, Orso, Malachiii",26,-2,2,"NO","2024-08-23",91,"False",177598,"Move","2024-06-07",0.727,0.782,8,-8.529,0,0.042,0.0563,0.336,0.225,0.655,119.992,4
"934252","42VsgItocQwOQC3XWZ8JNA","FE!N (feat. Playboi Carti)","Travis Scott, Playboi Carti",39,-1,-2,"BG","2024-09-08",90,"True",191700,"UTOPIA","2023-07-28",0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
"212460","3sK8wGT43QFpWrvNQsrQya","DtMF","Bad Bunny",8,0,0,"","2025-04-05",98,"True",237117,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
"1267846","6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar",33,-4,-4,"NO","2024-06-08",97,"True",274192,"Not Like Us","2024-05-04",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
"318742","7bi0RIjwiZ0r6HlW0Lb4eq","Vienas","Free Finga",1,0,1,"LT","2025-03-07",48,"False",253714,"Plastika","2024-03-21",0.687,0.688,11,-8.163,0,0.0584,0.0213,0.00867,0.0944,0.393,140.003,4
"1093873","6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar",10,0,1,"GB","2024-07-26",97,"True",274192,"Not Like Us","2024-05-04",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
"434985","0rDNeS6IwKi1oMrtkEc5S0","Yazmeely","Ilmond",13,1,0,"EG","2025-02-03",63,"False",196806,"Ya Kahera","2023-07-20",0.706,0.467,5,-9.396,0,0.0401,0.575,0,0.112,0.224,100.045,4
"466713","4FugQ04nnhzEAVnwcsC0wG","Come il pane","Gazzelle",45,5,5,"IT","2025-01-25",21,"False",232057,"INDI","2025-01-24",0.523,0.558,8,-7.147,1,0.0356,0.324,6.13e-06,0.096,0.286,147.78,4
"176573","2uZmeuNAxSm7XfVIwLkhCx","nhắn nhủ","Ronboogz",50,-9,-5,"VN","2025-04-15",67,"False",241190,"nhắn nhủ","2023-12-12",0.762,0.295,7,-9.745,1,0.035,0.954,0.00157,0.164,0.284,129.962,4
"703139","3iPUqYAqDdpnTmCF2FRFdX","المهزلة","Nasrat Al Bader",10,2,7,"SA","2024-11-10",51,"False",262368,"المهزلة","2024-08-01",0.657,0.824,2,-5.722,0,0.127,0.716,0,0.328,0.7,106.149,4
"604126","4xdBrk0nFZaP54vvZj0yx7","HOT TO GO!","Chappell Roan",40,0,-4,"IE","2024-12-18",87,"False",184841,"The Rise and Fall of a Midwest Princess","2023-09-22",0.742,0.757,6,-4.981,1,0.0421,0.0187,0,0.305,0.957,139.982,4
"461087","4495xO2HkmqoYIxQO2FvAH","Ma Baby","Jazeek",19,-1,-2,"AT","2025-01-27",75,"False",138000,"Ma Baby","2024-11-08",0.685,0.775,4,-6.502,0,0.0621,0.00946,0.00616,0.135,0.0786,100.012,4
"336609","0AUEVIEFpYGpCUWFvtItPQ","L’Bayda Mon Amour","Pause",23,0,-5,"MA","2025-03-02",54,"False",288949,"112","2024-11-14",0.696,0.558,3,-10.057,0,0.208,0.408,0,0.114,0.262,149.942,3
"907094","6je5cTal6PyeITNrOzkCoS","Welcome to the Show","DAY6",31,2,6,"KR","2024-09-15",60,"False",217067,"Fourever","2024-03-18",0.595,0.758,9,-4.488,1,0.035,0.0378,0,0.0561,0.377,132.01,4
"897501","3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish",38,1,-3,"CH","2024-09-18",91,"False",261466,"HIT ME HARD AND SOFT","2024-05-17",0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
"814672","2KslE17cAJNHTsI2MI0jb2","Standing Next to You","Jung Kook",5,0,-1,"TH","2024-10-10",89,"False",206019,"GOLDEN","2023-11-03",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
"1056115","5AJ9hqTS2wcFQCELCFRO7A","MILLION DOLLAR BABY","Tommy Richman",2,1,2,"NZ","2024-08-05",95,"False",155151,"MILLION DOLLAR BABY","2024-04-26",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
"1885841","652eb66Jp9rLJ3erEwaCio","Cana","Seyi Vibez",8,-2,-5,"NG","2023-12-18",67,"False",140000,"NAHAMciaga","2023-12-08",0.576,0.768,8,-3.422,1,0.129,0.124,7.75e-05,0.078,0.878,133.012,5
"1389956","3lMzT16MjAKKXF7pSZn13B","Tell Ur Girlfriend","Lay Bankz",43,3,-7,"DE","2024-05-06",90,"True",124444,"Tell Ur Girlfriend","2024-02-07",0.866,0.741,7,-4.66,1,0.245,0.0933,0,0.0297,0.614,135.07,4
"214682","1cOboCuWYI2osTOfolMRS6","Tu Boda","Oscar Maydon, Fuerza Regida",30,0,-2,"HN","2025-04-05",89,"True",225880,"Tu Boda","2024-09-26",0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3
"581135","5zCnGtCl5Ac5zlFHXaZmhy","Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey",49,-6,-6,"PK","2024-12-24",78,"False",170044,"Sajni (From ""Laapataa Ladies"")","2024-02-12",0.428,0.413,0,-7.783,1,0.0281,0.827,9.35e-06,0.108,0.355,79.646,4
"1431177","0O3U5iwTbiXCREMkvotJuN","EL AMOR DE SU VIDA","Grupo Frontera, Grupo Firme",14,0,-4,"SV","2024-04-24",86,"False",165848,"El Comienzo","2023-08-25",0.616,0.834,9,-3.069,1,0.0664,0.06,0,0.338,0.746,151.701,4
"338786","3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish",50,-21,-13,"ZA","2025-03-01",90,"False",261466,"HIT ME HARD AND SOFT","2024-05-17",0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
"1509036","72vuBPMhwFNlSYpTSf6fVD","Hass Hass","Diljit Dosanjh, Sia, Greg Kurstin",31,-5,-5,"PK","2024-04-01",78,"False",153016,"Hass Hass","2023-10-26",0.726,0.804,6,-4.775,0,0.078,0.0348,5.59e-06,0.361,0.644,90.983,4
"561056","7iQXYTyuG13aoeHxGG28Nh","PERRO NEGRO","Bad Bunny, Feid",20,1,-7,"EC","2024-12-30",85,"True",162767,"nadie sabe lo que va a pasar mañana","2023-10-13",0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,4
"578814","0IrKbfhVKW0xpPEzRDeSUb","Santa Claus Llegó a La Ciudad","Luis Miguel",28,22,22,"GT","2024-12-25",73,"False",115893,"Navidades Luis Miguel","2006-11-06",0.512,0.852,5,-2.346,1,0.192,0.382,0,0.331,0.719,170.271,4
"1210443","7s4emXHJwAuo5VvGBXmnBL","offline","Young Miko, Feid",30,-2,-7,"HN","2024-06-24",83,"True",201935,"att.","2024-04-05",0.794,0.729,4,-5.424,0,0.111,0.181,0,0.105,0.54,92.967,4
"1608003","0O3U5iwTbiXCREMkvotJuN","EL AMOR DE SU VIDA","Grupo Frontera, Grupo Firme",18,2,1,"PY","2024-03-03",89,"False",165848,"El Comienzo","2023-08-25",0.616,0.834,9,-3.069,1,0.0664,0.06,0,0.338,0.746,151.701,4
"423923","3sK8wGT43QFpWrvNQsrQya","DtMF","Bad Bunny",1,0,0,"GT","2025-02-06",98,"True",237117,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.625,0.131,7,-27.405,0,0.0717,0.177,0.218,0.0807,0.032,136.02,4
"344107","3QIAwtEEDOrv0g5NKCGrXZ","花束","back number",21,1,3,"JP","2025-02-28",68,"False",286053,"スーパースター","2011-10-26",0.519,0.713,2,-3.612,1,0.0324,0.0178,0,0.353,0.505,159.963,4
"604641","2Heqj9jtxarmecKxycGSWn","هيجيلي موجوع","Tamer Ashour",5,0,2,"EG","2024-12-18",64,"False",210714,"هيجيلي موجوع","2024-01-11",0.556,0.675,1,-6.85,0,0.0564,0.487,3.53e-05,0.102,0.742,167.826,4
"458289","1nPjwnKrO6imcSiaXNu8CX","Cecilia Lind","Yasin",17,3,1,"SE","2025-01-27",66,"True",101631,"Cecilia Lind","2024-10-11",0.714,0.644,8,-6.212,0,0.29,0.0833,6.05e-06,0.146,0.656,132.285,5
"135558","0EwKlAawFATYjR7Od5ps6k","AUTOS","Sicario",18,2,32,"GR","2025-05-05",68,"False",191643,"AUTOS","2024-10-21",0.716,0.658,11,-6.556,0,0.136,0.104,0,0.131,0.391,102.024,4
"1739931","0UEct6UTSjqEex8AHOUf5z","Diamonds","Wizkid",12,0,-4,"NG","2024-01-27",72,"False",149170,"S2","2023-12-21",0.759,0.788,1,-4.776,1,0.095,0.0485,3.67e-05,0.0644,0.743,100.029,4
"761625","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",4,1,1,"JP","2024-10-25",92,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"477194","3nrzylrxjpRueVGBBpXhZT","ALBATROS","Stormy",26,0,-7,"MA","2025-01-22",52,"False",198000,"OMEGA","2025-01-09",0.785,0.795,8,-5.257,0,0.206,0.289,6.83e-05,0.0719,0.574,136.925,4
"1096225","505v13epFXodT9fVAJ6h8k","AMARGURA","KAROL G",12,3,5,"PA","2024-07-25",87,"True",170480,"MAÑANA SERÁ BONITO","2023-02-24",0.912,0.7,6,-3.331,0,0.068,0.163,0,0.174,0.535,106.981,4
"641383","3xJeUxbt51wpvGk3YzqxLi","Reposado","Benny Jamz, Gilli",47,3,3,"DK","2024-12-06",61,"True",161241,"KENNY","2024-06-20",0.843,0.674,4,-6,0,0.243,0.173,1.88e-06,0.571,0.859,129.98,4
"1882510","77khP2fIVhSW23NwxrRluh","A Holly Jolly Christmas","Burl Ives",27,-1,2,"LT","2023-12-19",91,"False",135533,"Have A Holly Jolly Christmas","1965-10-01",0.683,0.375,0,-13.056,1,0.0303,0.579,0,0.076,0.888,140.467,4
"2078618","3tiJUOfAEqIrLFRQgGgdoY","Un Finde | CROSSOVER #2","Big One, FMK, Ke Personajes",9,1,2,"PE","2023-10-26",87,"False",162500,"Un Finde | CROSSOVER #2","2023-04-04",0.499,0.519,11,-8.199,1,0.0595,0.109,0,0.276,0.848,192.147,4
"1075632","19RybK6XDbAVpcdxSbZL1o","Apple","Charli xcx",19,0,9,"GB","2024-07-31",84,"False",151739,"BRAT","2024-06-07",0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,4
"795057","2WuP742LZAVBU21UQXkj5e","جيت متأخر","Ramy Gamal",37,-2,-15,"EG","2024-10-16",59,"False",198571,"جيت متأخر","2023-11-28",0.711,0.642,6,-7.253,1,0.0487,0.111,0,0.0667,0.757,83.958,4
"1332891","2INP0DROyWbufygXh5wD1z","Spálňa sôch","Tomy Kotty, Call Dominika",28,13,22,"SK","2024-05-21",38,"False",170670,"Spálňa sôch","2024-05-17",0.541,0.515,0,-9.03,0,0.0316,0.477,4.35e-05,0.118,0.51,160.132,3
"1021809","0LWwRQvunwufzUbWARrtX4","ERROR 403","Lu de la Tower, Corona",46,2,-6,"BO","2024-08-15",54,"False",149187,"ERROR 403","2023-11-24",0.512,0.94,11,-4.573,0,0.0624,0.0506,0,0.306,0.827,174.013,4
"1388293","3qhlB30KknSejmIvZZLjOD","End of Beginning","Djo",30,9,-5,"NO","2024-05-06",98,"False",159245,"DECIDE","2022-09-16",0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,4
"550363","3pvVeJFCJO5N8gPhHjF268","Viejo Año","Rasputin",45,5,5,"DO","2025-01-02",38,"False",263200,"Con El Permiso De Tus Sentimientos","1993-01-01",0.685,0.568,8,-14.119,1,0.0468,0.734,7.74e-06,0.167,0.969,159.374,4
"1763582","5Tpojb1ynbO0MgfAwgDza5","WONDERFUL LIFE","Luciano, Hurts, 6PM RECORDS, SIRA",23,-4,-11,"CH","2024-01-21",81,"True",170550,"WONDERFUL LIFE","2023-12-29",0.786,0.66,11,-6.746,0,0.127,0.123,0.00425,0.141,0.65,136.072,4
"1136073","6a9Z1jUms915w4O7N1PxjY","Santa","Rvssian, Rauw Alejandro, Ayra Starr",10,-1,-3,"PY","2024-07-14",84,"False",193038,"Santa","2024-04-03",0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993,4
"915559","48lxT5qJF0yYyf2z4wB4xW","Pedro","Jaxomy, Agatino Romero, Raffaella Carrà",46,2,-9,"CZ","2024-09-13",85,"False",144846,"Pedro","2024-03-29",0.788,0.936,9,-6.294,1,0.301,0.0229,1.3e-06,0.311,0.844,151.019,4
"1921051","5PyDJG7SQRgWXefgexqIge","Agora Hills","Doja Cat",18,0,-1,"ZA","2023-12-08",84,"True",265360,"Scarlet","2023-09-20",0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,4
"1359552","17phhZDn6oGtzMe56NuWvj","Lose Control","Teddy Swims",39,9,-21,"LT","2024-05-14",93,"False",210688,"I've Tried Everything But Therapy (Part 1)","2023-09-15",0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,3
"872415","6WatFBLVB0x077xWeoVc2k","Si Antes Te Hubiera Conocido","KAROL G",2,-1,-1,"AR","2024-09-25",96,"False",195824,"Si Antes Te Hubiera Conocido","2024-06-21",0.924,0.668,11,-6.795,1,0.0469,0.446,0.000594,0.0678,0.787,128.027,4
"111826","71N3UjxfXEWljGkjBDcnNY","FUE CULPA TUYA","Luck Ra, Tiago PZK",29,-6,-8,"UY","2025-05-11",75,"False",130196,"QUE SED","2025-04-10",0.687,0.854,0,-3.661,0,0.0678,0.295,0,0.0512,0.674,153.062,4
"982217","2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars",4,-1,6,"US","2024-08-25",90,"False",251667,"Die With A Smile","2024-08-16",0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
"913469","0bPP5cDG1ZnbAVCEa3ZbQ1","Só Fé","Grelo",6,0,-3,"PT","2024-09-13",84,"False",203337,"É o Grelo","2024-07-19",0.872,0.696,7,-8.565,0,0.0357,0.511,0.000386,0.195,0.62,138.004,4
"1239284","371l4ekF9cDC2D5WuuabU6","TUTA GOLD","Mahmood",21,5,4,"IT","2024-06-16",65,"False",178467,"NEI LETTI DEGLI ALTRI","2024-02-15",0.743,0.747,9,-6.925,0,0.05,0.644,0.000938,0.179,0.787,123.037,4
"1670339","2H5lq3Gn1t7FBX5l4as2im","La Niña Consentida","BARBEL, Kevin Ice",13,1,-2,"PA","2024-02-15",59,"False",299650,"La Niña Consentida","2023-12-24",0.544,0.485,5,-9.316,0,0.16,0.718,0,0.091,0.778,127.61,5
"1975955","48Pf7zioiN5Npe8EjDgoss","Que Dolor","LA NUEVA ESCUELA",33,-3,-11,"UY","2023-11-23",58,"False",181745,"Que Dolor","2023-02-01",0.61,0.855,7,-4.166,1,0.0548,0.129,0,0.0571,0.819,131.18,4
"669895","2lQkm39mnvJWhEABSRduHx","Lidokain","BSW, ByeAlex és a Slepp",9,0,-3,"HU","2024-11-20",59,"False",177600,"Lidokain","2024-08-13",0.891,0.698,2,-6.507,1,0.12,0.21,6.68e-05,0.0749,0.271,100.026,4
