"","spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"1134150","4TXoHT9YxXfczvs2ccf5MK","Ylivoimainen","KUUMAA",37,-3,1,"FI","2024-07-15",57,"False",181947,"Hyvikset ja pahikset","2023-03-30",0.577,0.762,4,-5.402,0,0.0648,0.0328,0,0.248,0.706,163.987,4
"662270","2vt1UH1cjwwDFCeo7qS5VN","Dear ex-girlfriends","Koresawa",34,16,0,"JP","2024-11-22",45,"False",248613,"Dear ex-girlfriends","2024-09-04",0.651,0.844,1,-4.663,0,0.0365,0.0417,0,0.209,0.759,121.974,4
"1818687","0QlOkt8nkZ8zqu8xb2SHU8","Not Fair","Niklas Dee, Old Jim, Enny-Mae",18,0,0,"AT","2024-01-06",57,"False",163034,"Not Fair","2023-06-30",0.733,0.976,5,-5.305,1,0.045,0.0294,7.12e-05,0.25,0.523,144.989,4
"1545877","4gxzgTzA4MSLf5rje1rX65","Eres un Sueño","Los Temerarios",30,-6,20,"NI","2024-03-22",74,"False",242733,"Tu Última Canción","1996-06-01",0.639,0.399,5,-11.815,1,0.0248,0.484,0.00056,0.133,0.306,79.113,4
"566278","0wqHIqVLDIRjJqvm8nmiG4","Suavemente","Gaboro",42,8,2,"SE","2024-12-28",55,"True",134971,"Wlak","2022-09-09",0.718,0.567,6,-8.306,0,0.158,0.316,0.0119,0.107,0.642,86.735,5
"250160","0FIDCNYYjNvPVimz5icugS","Timeless (feat Playboi Carti)","The Weeknd, Playboi Carti",14,5,-2,"LT","2025-03-26",92,"True",256000,"Hurry Up Tomorrow","2025-01-31",0.768,0.775,11,-5.06,0,0.0466,0.069,2.96e-06,0.138,0.6,119.999,4
"570138","4d2jV5fmX6hbRwaRbY39dt","Wavy","Karan Aujla",2,0,0,"PK","2024-12-27",79,"False",161000,"Wavy","2024-11-15",0.567,0.752,7,-3.863,0,0.0798,0.04,0,0.144,0.498,90.027,4
"1836951","1gAPIjqunPXRA4y1kYZi0q","Besos con Fernet","Rusherking, Marama",10,-1,-1,"AR","2024-01-01",77,"False",147375,"Besos con Fernet","2023-11-07",0.742,0.692,11,-3.687,1,0.0469,0.179,0,0.188,0.897,100.03,4
"839685","5XeFesFbtLpXzIVDNQP22n","I Wanna Be Yours","Arctic Monkeys",19,3,0,"","2024-10-03",91,"False",183956,"AM","2013-09-09",0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
"1846408","44L2bY93uD65CEHWbozpx4","Pink Friday Girls","Nicki Minaj",25,24,25,"IE","2023-12-29",78,"True",166299,"Pink Friday 2","2023-12-08",0.741,0.785,11,-5.211,1,0.0718,0.0773,1.47e-06,0.113,0.204,126.957,4
"1493573","2N0SPREDYqILVEFSsWF5N5","Love Me Again","V",10,3,11,"VN","2024-04-05",87,"False",182293,"Layover","2023-08-11",0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4
"639171","2FRnf9qhLbvw8fu4IBXx78","Last Christmas","Wham!",35,15,15,"SG","2024-12-06",90,"False",262960,"LAST CHRISTMAS","1984-11-29",0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4
"1688448","3KutViJ3KWOK7UXGrM0lNl","Kammo Ji","Talwiinder",22,17,28,"PK","2024-02-10",61,"False",153026,"Kammo Ji","2020-07-29",0.481,0.464,5,-8.721,0,0.128,0.902,0.0239,0.153,0.381,79.596,4
"332623","4RPeZbmVON5ZKT5HC9wALt","Morena","Beéle",32,-1,-1,"PA","2025-03-03",73,"False",188930,"Morena","2023-11-09",0.737,0.682,9,-6.149,1,0.13,0.155,0,0.227,0.676,104.107,4
"144908","4CWJZUeG7VgzP4oQaahSed","Ocean Beach","Sentino, BNP",18,32,32,"PL","2025-05-02",34,"False",180214,"CASABLANCA","2025-05-01",0.857,0.562,5,-9.845,0,0.119,0.218,2.29e-05,0.0797,0.825,140.061,4
"63831","4AajxCEwGEsmHmT4H1TwjY","undressed","sombr",34,-2,0,"EE","2025-05-25",95,"False",182088,"undressed","2025-03-21",0.642,0.887,0,-3.883,1,0.0406,0.137,0,0.0829,0.888,115.999,4
"1468697","5QfTd25qZ0lCIUC4zMWWUq","Seara De Seara","Stefan Costea, Alex Bittman, Pitariu George",34,5,16,"RO","2024-04-12",53,"False",173913,"Miss Dior","2022-05-21",0.747,0.401,10,-6.246,1,0.0374,0.332,1.69e-06,0.112,0.226,118.727,4
"556179","6ovxhOjCU6SzPLtfNnzVQk","Casablanca","Shoday",18,0,7,"NG","2024-12-31",55,"False",163880,"Casablanca","2024-10-24",0.649,0.681,10,-6.133,1,0.218,0.278,3.75e-05,0.155,0.578,120.303,4
"197175","5hCfmqE3kJrIIA4bacK7gx","Buscando Tus Besos","Rubby Pérez",16,34,34,"DO","2025-04-10",53,"False",235833,"Buscando Tus Besos","1986-01-01",0.616,0.627,0,-14.185,0,0.0369,0.493,3.18e-06,0.16,0.959,127.379,4
"801334","2HRgqmZQC0MC7GeNuDIXHN","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto",17,-12,33,"LT","2024-10-14",85,"True",183550,"GOLDEN","2023-11-03",0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
"864152","6RqD0fpAaKEZvQd0QrTj7j","Lo Que Tiene","Morad, Beny Jr, Rvfv",39,-1,-5,"ES","2024-09-27",77,"False",259200,"Lo Que Tiene","2024-03-08",0.757,0.768,1,-5.13,1,0.0379,0.345,0.000406,0.129,0.384,100.056,4
"2004386","5mY6WIHXoBsOCSyQxrTg0E","VALENTINE","Måneskin",39,-6,11,"BG","2023-11-16",74,"False",216997,"RUSH! (ARE U COMING?)","2023-11-10",0.475,0.716,2,-4.526,0,0.0277,0.00706,7.28e-06,0.13,0.217,94.967,4
"791946","3Vr3zh0r7ALn8VLqCiRR10","Stargazing","Myles Smith",26,1,0,"CA","2024-10-17",90,"False",172533,"Stargazing","2024-05-10",0.635,0.601,1,-6.129,0,0.0295,0.246,0,0.11,0.332,123.994,4
"596984","5pVJ3IlnpIorU44oXizzG5","Orion","Boza, ELENA ROSE",48,0,-2,"HN","2024-12-20",80,"False",240964,"Orion","2024-05-29",0.857,0.705,1,-4.775,1,0.183,0.322,0.00249,0.197,0.874,105.011,4
"253185","0fea68AdmYNygeTGI4RC18","LA CANCIÓN","J Balvin, Bad Bunny",39,-10,-1,"PE","2025-03-25",85,"False",242573,"OASIS","2019-06-28",0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4
"1527629","7dWSrvzawBZPa7VVeHZBn7","Tu Última Canción","Los Temerarios",27,-6,-13,"NI","2024-03-27",74,"False",262333,"Tu Última Canción","1996-06-01",0.55,0.42,2,-11.406,1,0.0286,0.189,2.35e-06,0.0499,0.357,86.072,4
"1304894","5sdQOyqq2IDhvmx2lHOpwd","Super Shy","NewJeans",31,-1,0,"KR","2024-05-29",83,"False",154666,"NewJeans 'Super Shy'","2023-07-07",0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,4
"1393753","1txhQHV26PyOJJarkYtkOn","TU$$I (with Dei V)","YOVNGCHIMI, Dei V",40,-9,2,"CO","2024-05-05",78,"True",163200,"WLGS","2023-12-08",0.535,0.603,10,-7.393,0,0.0668,0.294,0,0.13,0.428,89.724,4
"1303686","2jmXzeC5Y0593E1zbKGsTC","FAMILY SONG","Gleb, Fobia Kid, Dymer Surovec, Bighorse, Komander Ground, NikoZPK, Dalyb",23,-4,-16,"SK","2024-05-29",51,"True",245000,"DLHÁ CESTA DOMOV","2024-05-21",0.863,0.559,0,-7.812,1,0.23,0.0922,5.63e-06,0.646,0.506,103.352,4
"517175","7ne4VBA60CxGM75vw0EYad","That’s So True","Gracie Abrams",16,1,7,"IS","2025-01-11",96,"True",166300,"The Secret of Us (Deluxe)","2024-10-18",0.554,0.808,1,-4.169,1,0.0368,0.214,0,0.159,0.372,108.548,4
"1300515","7bywjHOc0wSjGGbj04XbVi","LUNA","Feid, ATL Jacob",2,-1,0,"PE","2024-05-30",92,"False",196800,"FERXXOCALIPSIS","2023-12-01",0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
"1296043","10zSgbysU2KyVTrcRmtu62","Por Mil Noches","Airbag",30,0,1,"UY","2024-05-31",74,"False",283884,"Libertad","2013-11-27",0.554,0.672,1,-7.489,0,0.0291,0.0169,5.42e-05,0.186,0.285,111.963,4
"558103","6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish",49,1,1,"BO","2024-12-31",97,"False",210373,"HIT ME HARD AND SOFT","2024-05-17",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"1723107","175j7VZSSSQIMA0TDncqXU","Lindo De Verdad","Donaty",36,-10,6,"DO","2024-02-01",60,"True",140387,"Lindo De Verdad","2023-11-16",0.732,0.657,1,-5.231,0,0.447,0.046,2.16e-05,0.0664,0.911,97.098,3
"919151","2uqYupMHANxnwgeiXTZXzd","Austin (Boots Stop Workin')","Dasha",38,-7,-8,"DE","2024-09-12",91,"True",171782,"What Happens Now?","2024-02-16",0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
"1324923","0GVPemmAwkXhFlYimhdDr3","30 GRADOS","El Turko, Mandale Flow",10,-1,-2,"AR","2024-05-24",79,"True",151441,"30 Grados","2024-01-26",0.676,0.573,1,-3.784,1,0.338,0.0185,0,0.0761,0.369,98.325,4
"524561","26KhLgFuPymkm1uiZkc6Rv","Bunga Maaf","The Lantis",2,0,3,"ID","2025-01-09",77,"False",252349,"Bunga Maaf","2024-11-15",0.468,0.525,9,-7.399,1,0.0283,0.789,0.0244,0.0861,0.296,158.15,4
"175814","63pLfjK6FvcYJYMGwtHjd6","SORRY 4 THAT MUCH","Feid",41,-4,-3,"CO","2025-04-16",82,"True",207746,"SORRY 4 THAT MUCH","2024-06-07",0.819,0.675,7,-4.281,1,0.0727,0.0318,0,0.289,0.602,92.99,4
"34138","2QjOHCTQ1Jl3zawyYOpxh6","Sweater Weather","The Neighbourhood",38,12,12,"KZ","2025-06-02",93,"False",240400,"I Love You.","2013-04-22",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
"1595208","6yVGUtmHwDsqqXs1Lak423","Khaleny Fe Hodnak","Tamer Ashour",19,1,-4,"EG","2024-03-07",65,"False",196650,"Tegy Ntrahn","2022-01-20",0.516,0.675,1,-4.517,0,0.0287,0.137,0,0.178,0.443,129.963,4
"663897","0WbMK4wrZ1wFSty9F7FCgu","Good Luck, Babe!","Chappell Roan",11,0,0,"AU","2024-11-22",94,"False",218423,"Good Luck, Babe!","2024-04-05",0.7,0.582,11,-5.96,0,0.0356,0.0502,0,0.0881,0.785,116.712,4
"1974791","3nNmRE0DxHC6ZaKkrpUumS","FINA","Bad Bunny, Young Miko",19,-1,-4,"EC","2023-11-24",92,"True",216327,"nadie sabe lo que va a pasar mañana","2023-10-13",0.847,0.724,1,-5.41,1,0.298,0.0869,1.11e-06,0.118,0.396,94.601,4
"578418","67mgz7S5y7hnCE63YBjfO6","Holly Jolly Christmas","Michael Bublé",32,13,15,"IS","2024-12-25",82,"False",121526,"Christmas (Deluxe Special Edition)","2011-10-24",0.609,0.427,0,-8.639,1,0.0417,0.857,0,0.0898,0.741,151.433,4
"201151","3Fcfwhm8oRrBvBZ8KGhtea","Viva La Vida","Coldplay",42,8,8,"CH","2025-04-09",76,"False",242373,"Viva La Vida or Death and All His Friends","2008-06-19",0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4
"825222","5QjmUqgpPQgXgg4606DqZF","UWAIE","Kapo",6,-1,-2,"VE","2024-10-07",88,"False",172427,"UWAIE","2024-08-15",0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4
"2091966","1odExI7RdWc4BT515LTAwj","Daylight","David Kushner",19,8,31,"AT","2023-10-23",95,"False",212953,"Daylight","2023-04-14",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4
"1919655","1haJsMtoBhHfvuM7XWuT3W","El Azul","Junior H, Peso Pluma",22,1,1,"GT","2023-12-09",88,"False",187225,"El Azul","2023-02-10",0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,3
"1315721","1EjIXKhNHI00ZLMRpS8iz8","The Code","Nemo",8,0,-6,"LT","2024-05-26",86,"False",180141,"The Code","2024-02-29",0.542,0.77,5,-3.852,0,0.147,0.215,0,0.0893,0.489,159.818,4
"1887437","5RqSsdzTNPX1uzkmlHCFvK","QLONA","KAROL G, Peso Pluma",4,0,-1,"CR","2023-12-18",93,"True",172797,"MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10",0.841,0.738,7,-7.455,0,0.307,0.52,0,0.0892,0.484,169.918,4
"1292906","69phA1R4gmQsBFRQ3INW8C","ONE CALL","Rich Amiri",43,-5,-5,"SA","2024-06-01",85,"True",121399,"Ghetto Fabulous","2023-11-17",0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,4
"538313","5GTBdEjZe7zEDp1N0eCZE4","HOLLYWOOD","Peso Pluma, Estevan Plazola",22,3,5,"MX","2025-01-05",81,"True",284864,"ÉXODO","2024-06-20",0.707,0.683,3,-7.598,0,0.191,0.7,5.88e-06,0.134,0.545,94.979,3
"1115951","2ZgZ0RIEVmxUwCZzLTYFoh","2xLL","JC Reyes, YOVNGCHIMI, Slayter",38,0,12,"ES","2024-07-20",67,"False",178909,"2xLL","2024-07-05",0.895,0.76,1,-4.085,1,0.337,0.413,0,0.0822,0.482,110.017,4
"1961952","3cDyocF0Ibdfs1SFQk5cLZ","Lollipop","Darell",26,0,-3,"PY","2023-11-27",93,"True",199946,"EVERYBODY GO TO THE DISCOTEK","2023-07-28",0.822,0.711,6,-4.943,1,0.0668,0.179,1.46e-05,0.083,0.934,102.984,4
"500477","3TnSAp3TfGMYptOqv234uK","Do Job","MC Tuto, Grelo",12,0,1,"BR","2025-01-16",80,"False",193432,"Do Job","2024-11-11",0.924,0.379,6,-12.101,0,0.0577,0.623,0,0.0697,0.872,133.998,4
"1295227","7KUVPU8pcdIfKYo1IWdJQp","LA BANDA","Jere Klein, Adan La Amenaza",14,36,36,"CL","2024-06-01",48,"False",172500,"ARES KLEIN","2024-05-30",0.871,0.837,0,-4.765,1,0.075,0.107,0,0.249,0.893,128.021,4
"733207","29vIEdxgMT9H1fnBMecWjA","Lo Tienes Todo","Julión Álvarez y su Norteño Banda",34,1,3,"GT","2024-11-02",80,"False",164386,"PRESENTE","2023-11-17",0.702,0.836,8,-3.599,1,0.0658,0.204,0,0.0698,0.63,117.897,4
"1674161","1tz4np70ZKhzaXjdgl0J8i","PAID","Kanye West, Ty Dolla $ign",35,-6,15,"NL","2024-02-14",79,"True",195117,"VULTURES 1","2024-02-09",0.79,0.691,10,-6.992,0,0.221,0.11,0,0.296,0.436,120.162,4
"742188","3ma4Ef3Bnl3UBOV4ShiMLX","Geçiyor Zaman","Semicenk",15,-3,-1,"TR","2024-10-30",75,"False",158571,"Geçiyor Zaman","2024-08-09",0.629,0.729,7,-5.235,0,0.0379,0.431,7.75e-05,0.253,0.427,98.022,4
"426973","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",1,0,0,"KR","2025-02-05",89,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"869818","78BWCd70D1X6LMkDZm1UoF","Millionaire","Yo Yo Honey Singh",5,-1,1,"PK","2024-09-25",79,"True",199114,"GLORY","2024-08-26",0.749,0.828,7,-5.609,0,0.142,0.472,6.24e-05,0.231,0.398,95.981,4
"1360305","003vvx7Niy0yvhvHt4a68B","Mr. Brightside","The Killers",42,-9,-2,"GB","2024-05-14",87,"False",222973,"Hot Fuss","2004-01-01",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
"1190538","0h3Xy4V4apMraB5NuM8U7Z","Stumblin' In","CYRIL",25,5,6,"SK","2024-06-29",87,"False",213363,"Stumblin' In","2023-11-10",0.875,0.518,2,-8.388,1,0.0551,0.0638,0.00995,0.125,0.37,126.089,4
"1400705","09CnYHiZ5jGT1wr1TXJ9Zt","Thank You (Not So Bad)","Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",42,7,8,"EE","2024-05-03",87,"False",140000,"Thank You (Not So Bad)","2023-12-01",0.673,0.95,11,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,150.019,4
"438094","3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone",22,24,22,"IE","2025-02-02",86,"False",180304,"Fireworks & Rollerblades","2024-04-05",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
"772548","4kDi7X5sgqF0aM74aPBWSc","FENTANYL (feat. Sfera Ebbasta)","Lazza, Sfera Ebbasta",28,0,-6,"IT","2024-10-22",74,"True",188081,"LOCURA","2024-09-19",0.636,0.656,6,-5.551,0,0.0777,0.164,0,0.181,0.194,87.441,4
"1007812","51eSHglvG1RJXtL3qI5trr","Slow It Down","Benson Boone",49,1,-7,"US","2024-08-18",90,"False",161831,"Fireworks & Rollerblades","2024-04-05",0.432,0.583,8,-4.682,1,0.0687,0.174,0,0.0933,0.544,181.489,4
"1657067","2l7UudWZ44l1WbHx6ANod9","Homesick (with Sam Fender)","Noah Kahan, Sam Fender",41,-6,-16,"GB","2024-02-19",84,"True",194416,"Homesick (with Sam Fender)","2024-01-19",0.465,0.63,6,-6.442,1,0.0398,0.0285,5.3e-06,0.339,0.389,169.833,4
"1909816","30D9x5LFgL2o9xidjX2wtE","Casanova","Soolking, Gazo",33,-4,-2,"BE","2023-12-12",85,"False",189090,"Casanova","2023-07-06",0.801,0.832,7,-4.579,0,0.208,0.677,2.86e-05,0.117,0.758,132.044,4
"1991491","7MVIfkyzuUmQ716j8U7yGR","Rara Vez","Taiu, Milo j",31,-1,-2,"PA","2023-11-19",88,"False",128677,"Rara Vez","2023-02-08",0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,4
"384529","5qih3ineeZsuEgr5TlyeaZ","peagi saabun...","nublu",7,-1,-3,"EE","2025-02-17",44,"False",147397,"kirjadkoju.zip","2024-11-28",0.637,0.873,7,-6.293,1,0.0509,0.0145,5.19e-06,0.328,0.413,85.032,4
"1543109","7kSL8RqBe9ySL8tjvSoII0","VVS Switch (feat. Hades66, Luar La L & CDobleta) - Remix","Pressure 9X19, Anuel AA, YOVNGCHIMI, CDobleta, Hades66, Luar La L",12,0,-2,"HN","2024-03-23",77,"True",555071,"VVS Switch (feat. Hades66, Luar La L & CDobleta) [Remix]","2024-03-15",0.544,0.871,0,-4.27,1,0.349,0.0494,0,0.346,0.638,79.997,4
"1444950","559YUIWxUc8Mx4lsla13Ff","MODELITO","Mora, YOVNGCHIMI",37,-1,-1,"ES","2024-04-19",80,"True",190496,"PARAÍSO","2022-11-03",0.711,0.752,7,-7.574,0,0.2,0.191,0.0106,0.338,0.528,145.047,4
"685331","3OXHwY8gI2QUh0QliXBwrI","愛, 很簡單","David Tao",45,5,5,"TW","2024-11-15",63,"False",269533,"陶喆同名專輯","1997-12-06",0.554,0.39,1,-10.28,1,0.0303,0.569,0,0.261,0.292,137.64,4
"1944384","01GVrWU4CZgZyHFMShuQb1","MAGHRIBI","ElGrandeToto",1,0,24,"MA","2023-12-02",66,"True",254800,"27","2023-11-24",0.626,0.513,0,-10.593,0,0.0941,0.453,0.00124,0.108,0.41,160.028,4
"1415737","1LY3GhF0zxIVgbYEQjCbUO","The Sound of Silence - CYRIL Remix","Disturbed, CYRIL",24,-8,26,"CH","2024-04-29",86,"False",185238,"The Sound of Silence (CYRIL Remix)","2024-02-02",0.68,0.721,6,-4.379,0,0.188,0.123,0,0.162,0.244,125.963,4
"944801","4H6o1bxKRGzmsE0vzo968m","Qué Agonía","Yuridia, Ángela Aguilar",38,5,10,"CR","2024-09-05",78,"False",152923,"Pa' Luego Es Tarde","2022-10-20",0.732,0.573,11,-5.733,1,0.0237,0.56,9.34e-06,0.0543,0.882,97.502,4
"1898354","7vdva8hlSprUQjNNuw0PJC","Pussy Power (feat. Porsche Boy)","SIMILIVINLIFE, Porsche Boy",21,2,-4,"CZ","2023-12-15",64,"True",179556,"DVOJBODKAHVIEZDIČKA","2023-10-20",0.9,0.737,6,-5.389,1,0.0731,0.0825,0.267,0.291,0.489,133.998,4
"498202","6wyJltdOuSjUt1bdwO4QCZ","Pardon","Louis Villain, Budda",37,1,-9,"PL","2025-01-16",60,"True",189428,"In Blanco","2024-10-25",0.749,0.575,8,-7.871,0,0.316,0.353,0,0.149,0.53,139.857,4
"2094541","3JvrhDOgAt6p7K8mDyZwRd","Riptide","Vance Joy",44,2,6,"GB","2023-10-22",83,"False",204280,"Dream Your Life Away (Special Edition)","2014-09-09",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
"680022","3zjwZqLebYTDvRS2RJH5Be","HELLO KITTY (feat. Sillyelly)","ANNA, Sillyelly",36,-9,3,"IT","2024-11-17",70,"True",149091,"VERA BADDIE","2024-06-27",0.863,0.899,8,-1.884,1,0.0787,0.106,0,0.415,0.965,140.063,4
"1985514","59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe",20,-1,3,"FI","2023-11-21",94,"True",132359,"Prada","2023-08-11",0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,4
"208536","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",34,-10,3,"BO","2025-04-07",90,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"1726625","25yBeIWwwD870aYq18jvT1","heikki???","nublu",4,0,1,"EE","2024-01-31",50,"False",142655,"heikki???","2023-08-24",0.829,0.736,9,-6.43,0,0.229,0.0138,0.004,0.317,0.691,137.916,4
"980456","2dIBMHByUGcNPzmYBJ6OAj","Evaluasi","Hindia",43,-2,-2,"ID","2024-08-26",75,"False",194469,"Menari Dengan Bayangan","2019-11-29",0.609,0.966,7,-4.469,1,0.0571,0.00194,2.83e-06,0.304,0.505,102.014,4
"1020803","5Uptvz6j1sjDKxidAcnH2L","SI NO ES CONTIGO","Cris Mj",40,-1,-5,"GT","2024-08-15",89,"True",156000,"SI NO ES CONTIGO","2024-05-23",0.763,0.626,5,-5.637,0,0.0433,0.0859,0.225,0.205,0.78,100.02,4
"994743","3FzRKDirkUsApk11WEz1wz","BON","Number_i",30,0,9,"JP","2024-08-22",75,"False",203029,"No.O -ring-","2024-05-27",0.751,0.764,10,-6.555,0,0.265,0.0103,0,0.0653,0.65,88.035,4
"1644217","0WKd91LoIHCFIhDmgewjhy","Solos","Tony Dize, Plan B",36,0,-2,"SV","2024-02-22",62,"False",188826,"La Melodia de la Calle ""Updated""","2009-11-17",0.73,0.706,9,-5.274,0,0.0802,0.518,0,0.361,0.935,83.962,4
"1001239","51ZQ1vr10ffzbwIjDCwqm4","we can't be friends (wait for your love)","Ariana Grande",26,-1,-1,"PH","2024-08-20",89,"False",228639,"eternal sunshine","2024-03-08",0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4
"1490734","1kuhnhugcuXf4CiNdqCRUU","BFF","bambi, Young Leosia, PG$, @atutowy",21,4,-2,"PL","2024-04-06",69,"True",174246,"BFF","2023-08-24",0.685,0.723,6,-7.159,0,0.0887,0.0293,1.83e-05,0.103,0.435,145.955,4
"1178009","0TnD2vJ9M91YXbBQqhK8lU","ظروف معنداني","Wael Jassar",46,4,-3,"EG","2024-07-03",59,"False",245818,"Omry Wzekrayatoh","2015-01-01",0.651,0.69,2,-6.675,0,0.0368,0.0417,0,0.183,0.492,127.997,4
"1888466","4RhA4AQeBc29toklGPMJUk","Знайди мене - KAVA Remix","Klavdia Petrivna, KAVA",33,5,2,"UA","2023-12-17",62,"False",138214,"Знайди мене (KAVA Remix)","2023-10-15",0.638,0.497,1,-7.872,0,0.053,0.425,0.222,0.368,0.189,140.085,4
"910442","2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars",29,1,1,"MX","2024-09-14",98,"False",251667,"Die With A Smile","2024-08-16",0.521,0.592,6,-7.777,0,0.0304,0.308,0,0.122,0.535,157.969,3
"1103340","6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish",27,4,0,"PL","2024-07-23",99,"False",210373,"HIT ME HARD AND SOFT","2024-05-17",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"1507235","3w0w2T288dec0mgeZZqoNN","CARNIVAL","¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",30,-1,-2,"DK","2024-04-02",96,"True",264324,"VULTURES 1","2024-02-09",0.594,0.811,1,-5.746,1,0.159,0.189,0,0.339,0.311,148.144,4
"761591","6oNLSQX8bcAdbCElZYju3v","Supersonic","fromis_9",20,0,-9,"KR","2024-10-25",72,"False",174146,"Supersonic","2024-08-12",0.672,0.801,6,-3.968,0,0.0413,0.0539,0,0.131,0.415,140.025,4
"1867259","0uZFcsx96wzbixsULmrg8o","Pasilyo","SunKissed Lola",26,0,2,"PH","2023-12-23",80,"False",270250,"Pasilyo","2022-10-28",0.71,0.61,2,-4.674,1,0.0351,0.415,2.67e-05,0.181,0.404,120.032,3
"808381","1Qrg8KqiBpW07V7PNxwwwL","Kill Bill","SZA",14,-1,-4,"MY","2024-10-12",86,"False",153946,"SOS","2022-12-08",0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4
"600959","6mnfGyPzbzSe8olYGM44pU","Luna llena","Beny Jr",23,-2,-5,"ES","2024-12-19",75,"False",169846,"Anti Social Cool Kid","2024-02-15",0.674,0.603,2,-5.401,1,0.248,0.621,2.18e-05,0.0949,0.741,62.344,4
"1063495","2g7232WSHdTpsh3br3ueXt","Dans Med Meg","Tigergutt101",32,-1,-3,"NO","2024-08-03",63,"False",140787,"Dans Med Meg","2024-04-10",0.69,0.764,10,-6.715,0,0.0383,0.0162,4.9e-06,0.105,0.581,127.073,4
"690371","3ECvJ97WjbbaTsCZ64pwgI","コロンブス","Mrs. GREEN APPLE",35,3,1,"JP","2024-11-14",71,"False",227178,"コロンブス","2024-06-11",0.688,0.894,1,-4.181,0,0.0425,0.0293,0,0.129,0.937,106.983,4
"1657931","7iUtQNMRB8ZkKC4AmEuCJC","LA FALDA","Myke Towers",5,1,1,"BO","2024-02-19",93,"True",174229,"LVEU: VIVE LA TUYA...NO LA MIA","2023-09-18",0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,4
"1249028","3yAP1AKORlEgS8JFjUDbLK","Dör För Dig - Acoustic","C.Gambino",15,-3,-7,"SE","2024-06-13",61,"True",135172,"In Memory Of Some Stand Up Guys (Private Collection)","2024-03-22",0.586,0.308,8,-14.811,1,0.107,0.741,0.000719,0.101,0.482,87.131,4
"639465","3is9xGBEPrkLAF0fryCLK7","taki mały ja","kuqe 2115, francis",29,21,21,"PL","2024-12-06",69,"False",174374,"taki mały ja","2024-08-23",0.725,0.71,1,-9.176,0,0.127,0.258,0,0.0731,0.502,128.045,4
